e_cblp,e_cp,e_cparhdr,e_maxalloc,e_sp,e_lfanew,NumberOfSections,CreationYear,FH_char0,FH_char1,FH_char2,FH_char3,FH_char4,FH_char5,FH_char6,FH_char7,FH_char8,FH_char9,FH_char10,FH_char11,FH_char12,FH_char13,FH_char14,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,OH_DLLchar0,OH_DLLchar1,OH_DLLchar2,OH_DLLchar3,OH_DLLchar4,OH_DLLchar5,OH_DLLchar6,OH_DLLchar7,OH_DLLchar8,OH_DLLchar9,OH_DLLchar10,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,sus_sections,non_sus_sections,packer,packer_type,E_text,E_data,filesize,E_file,fileinfo,class
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,86016,26112,0,75606,4096,90112,1,1,1,6,2,6,2,6,2,1,1,111922,3,1,0,1,0,0,0,0,1,0,0,0,262144,65536,1048576,4096,1,1,4,0,NoPacker,5.945833766127321,4.107679558610994,110080,6.138627932049551,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,135168,43008,0,72371,4096,139264,1,1,1,5,0,0,0,5,0,1,1,213212,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.6127091974940875,3.7938892566932805,187936,6.536336818613687,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,1050112,101888,0,968023,4096,1056768,1,1,1,6,2,6,2,6,2,1,1,1205779,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.045401788024861,5.240005883795868,1150464,6.162590774089456,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,63488,62464,0,56184,4096,69632,1,1,1,6,2,6,2,6,2,1,1,148007,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.259904374961463,2.1915398005905375,125952,5.658719590704912,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,204800,1818624,0,143779,4096,208896,1,1,1,4,0,0,0,4,0,1,1,2062011,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.239211982910844,1.935001162178941,2032936,5.284096695071986,0,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,2560,78336,0,5217,4096,8192,1,1,1,6,2,6,2,6,2,1,1,83431,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.774470819258284,0.2990509103346658,81408,7.1561638811746535,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,57344,24064,0,21032,4096,61440,1,1,1,5,0,0,0,4,0,1,1,125325,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.658318428408518,2.390039997503368,82432,6.375220049636785,0,0
144,3,4,65535,184,296,9,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,262144,184320,0,240048,4096,266240,1,1,1,4,0,0,0,4,0,1,1,448744,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,5,4,0,NoPacker,6.4493614464092826,6.955327471915666,442912,6.664712771070422,1,0
144,3,4,65535,184,248,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,237568,61440,0,38725,4096,245760,1,1,1,6,2,6,2,6,2,1,1,309109,2,1,0,1,0,0,0,0,1,0,0,0,262144,12288,1048576,4096,1,2,4,0,NoPacker,6.5819710244890155,0.5528222029726498,300032,6.496625655584041,1,0
144,3,4,65535,184,336,10,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,847872,204800,0,650715,4096,851968,0,1,1,4,0,4,0,4,0,1,1,1071263,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,6,4,1,Armadillov1xxv2xx,6.677243032431407,5.608783796562484,1065600,6.763259392446702,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,417792,97792,0,391793,4096,421888,1,1,1,6,2,6,2,6,2,1,1,473103,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.274268694207757,4.053236511834969,465920,6.300998676599144,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,128512,65024,0,117482,4096,135168,1,1,1,5,0,4,71,5,0,1,1,248798,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.355353237381102,4.04722716693592,194560,6.412983639356072,0,0
144,3,4,65535,184,288,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,6190080,550912,0,997233,4096,6197248,1,1,1,5,0,0,0,5,0,1,1,6787454,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,4,4,0,NoPacker,6.560083827576954,5.781807768702783,6750736,6.57607474860401,1,0
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,6656,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,1,53942,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,7168,3.4938541075265106,1,0
144,3,4,65535,184,240,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,45056,20480,0,8729,4096,49152,1,1,1,4,0,0,0,4,0,1,1,101691,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.577716057850991,2.362702610196851,78368,6.409334730382665,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,757760,114688,0,755419,4096,761856,1,1,1,4,0,0,0,4,0,1,1,913263,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.590469095834213,5.096522081729146,876544,6.70358152886319,1,0
144,3,4,65535,184,232,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,58880,197632,0,45516,4096,65536,1,1,1,4,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,1,InstallShieldCustom,6.393359059659751,4.580251532134818,6113439,7.93047278032582,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,16384,27648,0,18880,4096,20480,1,1,1,6,2,6,2,6,2,1,1,57608,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.232949570851483,5.541257561164782,25088,6.158367078350821,1,0
144,3,4,65535,184,264,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1736192,778752,0,1346459,4096,1740800,1,1,1,4,0,0,0,4,0,1,1,2578628,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,4,0,NoPacker,6.644347806995493,6.090893646931898,2521464,6.494234127996034,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,1633792,980480,0,1315140,4096,1638400,1,1,1,5,0,0,0,5,0,1,1,2641838,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.319500623018821,4.365630327811598,2620752,6.526678440558808,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,7680,14336,0,9575,4096,12288,1,1,1,6,2,6,2,6,2,1,1,47337,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.8977080975941885,1.243752404670305,22016,5.2940549772712435,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,4096,6144,0,6051,4096,8192,1,1,1,6,2,6,2,6,0,1,1,38253,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.56096405153092,0.3560212175255742,10752,4.972176476878885,1,0
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,5588480,7168,0,5596158,8192,5603328,1,1,1,4,0,0,0,4,0,1,1,5649107,2,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,6.233697363947283,0.0,5602208,6.242974215560258,0,0
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,20480,8192,0,25902,8192,32768,1,1,1,4,0,0,0,4,0,1,1,0,3,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.106081379492259,0.0,32768,3.6715872238600933,0,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,33280,9728,0,35742,4096,40960,1,1,1,6,2,6,2,6,2,1,1,44020,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.24891942004057,0.5396213713893445,43008,6.220870459469518,1,0
144,3,4,65535,184,224,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,808960,112640,0,4096,4096,819200,1,1,1,0,0,0,0,1,0,1,1,951987,16,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,4,4,0,NoPacker,6.619868328861649,5.198610691148262,939432,6.6549848699286525,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,20480,61440,0,21867,4096,24576,1,1,1,5,0,0,0,5,0,1,1,122911,2,1,0,1,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.277690535995271,2.309008043762852,90144,5.601572583768197,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,50688,133120,0,53044,4096,57344,1,1,1,6,2,6,2,6,2,1,1,135533,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.376884012076311,3.6917764684516885,72192,6.235715512713919,1,0
144,3,4,65535,184,272,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,81920,65536,0,81221,4096,86016,0,1,1,4,0,0,0,4,0,1,1,192652,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.536158141897367,2.8998344870591635,158472,6.493772826247612,1,0
144,3,4,65535,184,264,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,32768,12288,0,29757,4096,98304,1,1,1,4,0,0,0,4,0,1,1,121035,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,5.973385988684978,1.5208118003265187,56120,5.4832878491889865,1,0
144,3,4,65535,184,168,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,0,0,36864,0,0,4096,4096,0,1,1,4,0,7,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,0.25392865207935744,0.0,40960,3.0869038699250235,1,0
144,3,4,65535,184,200,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,31232,4096,0,22898,8192,40960,0,1,1,5,2,5,2,4,0,1,1,4633399,2,0,0,0,0,1,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.583408467837295,0.5134905185915475,4584688,7.9990198708310825,1,0
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,3072,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,1,25829,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,3584,3.58455019215688,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,747520,1795584,0,589536,4096,753664,1,1,1,5,1,0,0,5,1,1,1,2568697,2,0,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.5122426738455665,5.5315030281761945,2549584,5.491753799348921,1,0
80,2,4,65535,184,256,8,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,25,65024,71168,0,70588,4096,73728,1,1,1,5,0,6,0,5,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1048576,16384,1048576,4096,1,1,7,0,NoPacker,6.391482648256755,2.2463128066611353,11395147,7.9978072500900375,1,0
144,3,4,65535,184,192,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,7680,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,1,59484,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,15944,5.90729406492033,1,0
144,3,4,65535,184,128,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,4,20,0,49664,0,0,4096,4096,0,1,1,4,0,0,0,4,0,1,0,102569,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,64096,3.8499093920365586,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,67072,14848,0,67216,4096,77824,1,1,1,6,2,6,2,6,2,1,1,138057,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.376327576040786,1.7541062735855628,80896,6.490903288368591,1,0
144,3,4,65535,184,280,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,1500160,722944,0,1254979,4096,1507328,1,1,1,5,1,0,0,5,1,1,1,2273890,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,5,0,NoPacker,6.647920838434871,1.5698434408838386,2229576,6.218766261660576,0,0
80,2,4,65535,184,512,7,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,2,25,69632,49152,0,4096,4096,73728,1,1,1,1,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,8192,81920,4096,1,1,6,0,NoPacker,6.492424239902247,3.3263188526951555,109568,5.973285154435122,0,0
144,3,4,65535,184,224,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3584,5120,0,5326,4096,8192,0,1,1,6,1,6,1,6,1,1,1,15153,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,3,0,NoPacker,5.82920573536069,0.2990509103346658,9216,5.022189725136459,1,0
144,3,4,65535,184,264,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,16896,19968,0,17418,4096,24576,1,1,1,5,1,0,0,5,1,1,1,91721,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.231875118943085,3.7777121536480114,44824,6.44337508139817,1,0
144,3,4,65535,184,264,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,147456,57344,0,95482,4096,151552,1,1,1,4,0,0,0,4,0,1,1,236737,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.654619259102846,3.2912259096352896,213520,6.3685160375714265,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,143360,45056,0,140579,4096,147456,1,1,1,4,0,0,0,4,0,1,1,253856,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.197433731172433,1.7794298281259138,200312,6.333444740185721,1,0
144,3,4,65535,184,232,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,527360,183808,0,434487,4096,532480,0,1,1,6,1,6,1,6,0,1,1,740590,2,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.484320346343919,5.466869735443941,708608,6.628181710692616,1,0
144,3,4,65535,184,200,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,31232,6144,0,22898,8192,40960,0,1,1,5,2,5,2,4,0,1,1,1169404,2,0,0,0,0,1,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.583587434397277,0.5095842685915475,1155592,7.990950638673148,1,0
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,4608,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,1,59161,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,5120,3.593872240162347,1,0
144,3,4,65535,184,248,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,343552,73216,0,103599,4096,348160,0,1,1,5,0,9,0,5,0,1,1,435702,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.493527899869062,4.214641916770873,411136,6.336317198855004,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,504320,431104,0,221082,4096,516096,1,1,1,6,2,6,2,6,2,1,1,988613,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.444679259973524,1.3707601203505015,936448,7.053046058923215,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,163840,344064,0,152144,4096,167936,0,1,1,4,0,0,0,4,0,1,1,520095,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,5.415566637764889,3.674981118900616,484648,6.051276080668933,1,0
144,3,4,65535,184,264,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,225280,110592,0,86261,4096,229376,1,1,1,4,0,0,0,4,0,1,1,377378,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,3,4,0,NoPacker,6.677081866035757,3.242619412305691,340512,6.590479491569495,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,3072,5120,0,5467,4096,8192,1,1,1,6,2,6,2,6,2,1,1,11001,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.541458229095106,0.2990509103346658,8704,4.778736669020943,1,0
144,3,4,65535,184,128,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,4624384,651264,0,4632110,8192,4636672,0,1,1,4,0,0,0,4,0,1,1,5310201,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,6.024566611009023,0.0,5279744,5.78970317133941,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,7168,13312,0,9529,4096,12288,1,1,1,6,2,6,2,6,2,1,1,38989,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.117179444753329,0.4619943813429501,20480,5.1494570239083375,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,10,103424,131584,0,76681,4096,110592,1,1,1,6,2,6,2,5,1,1,1,140460,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.278251785524061,1.0507246898080216,135680,5.97977213749474,1,0
144,3,4,65535,184,272,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,552960,86016,0,512817,4096,643072,0,1,1,4,0,0,0,4,0,1,1,658602,2,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.191906299639963,4.895459220762099,629616,6.314497296434889,1,0
144,3,4,65535,184,240,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,45056,6144,0,45139,4096,49152,0,1,1,6,1,6,1,6,1,1,1,84420,3,1,0,1,0,0,0,0,0,0,0,0,262144,4096,5120,4096,1,1,3,0,NoPacker,6.557843882549547,0.3193488039007212,51200,6.451865112580652,1,0
144,3,4,65535,184,232,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,67584,41472,0,58234,4096,73728,1,1,1,6,1,6,1,6,1,1,1,114795,2,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.151775493046524,1.3859029103782783,108544,5.899549565580291,1,0
144,3,4,65535,184,192,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,8192,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,1,26974,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,16456,5.477554388145645,1,0
144,3,4,65535,184,184,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,9216,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,1,58010,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,17008,5.499810250682091,0,0
144,3,4,65535,184,264,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,134656,82944,0,64254,4096,139264,1,1,1,5,0,0,0,5,0,1,1,223628,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.60354824509602,4.009497286209506,218624,6.056108795410492,1,0
144,3,4,65535,184,256,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,221184,73728,0,201584,4096,225280,0,1,1,4,0,0,0,4,0,1,1,346163,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.450820290411594,6.1156672841787065,299552,6.52370588848472,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,9728,95232,0,12150,4096,16384,1,1,1,6,2,6,2,6,2,1,1,62928,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.097328639535166,0.33573474348767507,17920,5.6028747583343685,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,8,0,712704,77824,0,364278,4096,716800,1,1,1,4,0,0,0,4,0,1,1,828841,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.586493045455766,1.8568977103984545,801752,6.695961826627924,1,0
80,2,4,65535,184,256,9,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,25,95232,376832,0,99332,4096,102400,1,1,1,5,0,6,0,5,0,1,1,8829962,2,0,0,0,0,0,0,0,1,0,0,0,1048576,16384,1048576,4096,1,2,7,0,NoPacker,6.295638423428866,2.76862559555214,8810984,7.963520546039668,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,14336,8704,0,16253,4096,20480,1,1,1,6,2,6,2,6,2,1,1,79199,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.3157285327272525,1.0891355179234647,23040,5.910349370299228,1,0
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,57344,0,0,4096,4096,1,1,1,6,1,6,1,6,1,1,1,70114,2,1,0,1,0,1,0,0,0,0,0,0,262144,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,61440,6.217354594723975,1,0
144,3,4,65535,184,240,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,16384,323584,0,16241,4096,20480,1,1,1,4,0,0,0,4,0,1,1,352702,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.1136380573840805,1.648706687356138,352640,5.656040279251089,1,0
144,3,4,65535,184,184,6,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,5,10,43520,23552,0,43488,4096,49152,0,1,1,4,0,0,0,4,0,1,1,98150,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,4096,4096,1,1,5,0,NoPacker,5.591564403112942,2.1544584454134004,62464,5.491389106102531,0,0
144,3,4,65535,184,176,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,380928,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,1,411356,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,392304,5.435032142586085,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,26624,13312,0,25292,4096,32768,1,1,1,6,2,6,2,6,2,1,1,43226,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.104468587063739,1.943518043147062,39936,5.9958804201205025,1,0
144,3,4,65535,184,272,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,102912,37888,0,63478,4096,110592,1,1,1,5,0,0,0,4,0,1,1,158105,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.622178888139579,2.52751781573215,141824,6.371922506033416,0,0
144,3,4,65535,184,224,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,471040,282624,0,345597,4096,475136,1,1,1,4,0,0,0,4,0,1,1,771162,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.55833698024214,4.728317208076889,765000,6.557227022024539,1,0
144,3,4,65535,184,280,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,244736,72704,0,98660,4096,249856,1,1,1,5,0,10,0,5,0,1,1,367609,2,1,0,1,0,0,0,0,1,0,0,0,1048576,8192,1048576,4096,1,1,3,0,NoPacker,6.38058605208289,3.6920380620036037,312120,6.1308988915944544,1,0
144,3,4,65535,184,264,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,15872,21504,0,15565,4096,24576,0,1,1,4,0,0,0,5,1,1,1,79792,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.256163923850232,2.7746505334407745,40256,6.333938651302225,1,0
144,3,4,65535,184,216,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,6656,157696,0,7085,4096,12288,1,1,1,6,2,6,2,6,2,1,1,165682,2,1,0,0,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.709800816129276,0.6486183129187144,164864,6.471271973137613,1,0
