filename,filesize,entropy
x86_microsoft-windows-b..vironment-os-loader_31bf3856ad364e35_6.2.9200.16384_none_57d1c6133e0da509_winresume.exe_85cd1215,939432,6.6549848699286525
MotionMenuGenerator.exe,90144,5.601572583768197
telnet.exe,72192,6.235715512713919
WkWbl90.dll,158472,6.493772826247612
ACERCLR.DLL,56120,5.4832878491889865
CSSPKGUI.DLL,40960,3.0869038699250235
WindowsXP-KB898715-x64-enu.exe,4584688,7.9990198708310825
tipresx.dll.mui,3584,3.58455019215688
DPUserAuth.dll,2549584,5.491753799348921
Shareaza_2.7.4.0_Win32.exe,11395147,7.9978072500900375
TrialRes_Bgr.dll,15944,5.90729406492033
EEINTL.DLL,64096,3.8499093920365586
logagent.exe,80896,6.490903288368591
WZZPMAIL32.DLL,2229576,6.218766261660576
mercuryw.dll,109568,5.973285154435122
write.exe,9216,5.022189725136459
WMIEventHandler.dll,44824,6.44337508139817
CES_PlugInHost.dll,213520,6.3685160375714265
Strato7.dll,200312,6.333444740185721
wab32.dll,708608,6.628181710692616
MS dev. emulator.exe,1155592,7.990950638673148
msadcfr.dll.mui,5120,3.593872240162347
vsbasereqs2.dll,411136,6.336317198855004
calc.exe,936448,7.053046058923215
msvcm80.dll,484648,6.051276080668933
CLIntelMSDKV.dll,340512,6.590479491569495
plasrv.exe,8704,4.778736669020943
TUBP64.exe,17312,6.062259784444136
PresentationFramework.dll,5279744,5.78970317133941
BackgroundTransferHost.exe,20480,5.1494570239083375
DismHost.exe,135680,5.97977213749474
ACEEXCL.DLL,629616,6.314497296434889
twain_32.dll,51200,6.451865112580652
wlsrvc.dll,108544,5.899549565580291
TrialRes_Fra.dll,16456,5.477554388145645
REGrt_ITA.dll,17008,5.499810250682091
FSSetup.dll,218624,6.056108795410492
SE_MpgMux.ax,299552,6.52370588848472
nbtstat.exe,17920,5.6028747583343685
mozsqlite3.dll,801752,6.695961826627924
BCompare-4.0.0.17905.exe,8810984,7.963520546039668
netiougc.exe,23040,5.910349370299228
msdasqlr.dll,61440,6.217354594723975
3DPhotoPlayer.exe,352640,5.656040279251089
Ahls32.api,62464,5.491389106102531
CLAudRC.dll,392304,5.435032142586085
sdchange.exe,39936,5.9958804201205025
RarExt.dll,141824,6.371922506033416
CDCreator.exe,765000,6.557227022024539
setup3.exe,312120,6.1308988915944544
MSOSV.DLL,40256,6.333938651302225
wmplayer.exe,164864,6.471271973137613
Windows.WPF.Common.dll,46648,6.224647238512582
HP.SupportFramework.dll,79776,5.670007296422466
AMT_COM_InterfaceLib.dll,21784,6.2132926975226574
TWRECE.DLL,51008,6.904544550763381
wksprt.exe,321024,6.8652013129169775
coreftplite.exe,4776603,7.993143711664966
7z.exe,163840,6.286113879761566
SystemSettings.exe,774624,6.2686551230846055
CLUpdater.exe,393232,6.7759607891026175
WordpadFilter.dll,194560,5.582096102094403
mmc.exe,1611776,6.571574310833611
WindowsAnytimeUpgradeResults.exe,89088,5.980050493914393
DPHomeAdm.dll,485200,6.44282714681134
hxdsui.dll,20744,5.1847973239768175
msdia90.dll,670016,6.486471796050871
CRCCheck.dll,4608,4.104763984346704
CLCcrt.dll,45600,4.870851992314295
vsmso.olb,34304,4.6308845205380536
brook.dll,147456,6.246757005824358
arj.fmt,71168,6.37364576948068
RMActivate.exe,580096,6.937845166275464
sim50.dll,63320,5.100223628305505
DExplore.exe,10363392,7.999642122266544
wbengine.exe,1350144,6.711948928787769
notepad2.exe,179712,7.121846864577294
lpq.exe,9216,4.877470097103456
DiagResJPN.dll,54392,4.924337314956953
apr_dbm_db-1.dll,24672,1.5254957280644093
asrch32.api,187392,5.605423051052972
nmake.exe,65536,6.248966157193927
System.Management.Instrumentation.dll,143360,5.502651850286504
runonce.exe,37888,5.947546705689367
DpOtsSht.dll,374096,6.480437020218346
DpHostW.exe.mui,9080,6.352030645674383
System.Core.dll,667648,5.660755802488658
System.Web.DynamicData.dll,229376,5.685449196244375
HPCEE.exe,95800,5.525852230250256
AEFFMgr.dll,472360,6.206219412154481
System.ComponentModel.DataAnnotations.dll,57344,4.676348319844095
SERVICE.exe,60928,6.382147838065224
pscDevUI.dll,180224,5.634739306599901
CLSplter.ax,246384,6.487537516074828
PresentationFramework.Classic.dll,139264,5.696229166292921
aac.dll,553600,6.425046508148172
x86_microsoft-windows-networkbridge_31bf3856ad364e35_6.2.9200.16384_none_0494fcbbd77c5de8_bridgeunattend.exe_60b7e340,16896,5.511635176357493
libmysql34234.dll,1695888,6.086109244823183
sysreset.exe,117248,5.961749355073116
CLWavDest.ax,52256,6.352422126523879
vstor.exe,1352184,7.989878252987978
THOCRAPI.DLL,29976,6.655542367326702
npIntelWebAPIUpdater.dll,697808,6.731232775727241
P2GAudEnc.ax,688672,4.75536649046498
deImg404.dll,380928,5.676447269344966
RTKAUDIOSERVICE.EXE,141968,6.292021002777943
nssdbm3.dll,109528,6.209711861759158
cscript.exe,115712,5.9030597479487605
WPFT632.CNV,226600,6.748696024238186
wermgr.exe,131536,7.117246912106646
amdcalcl.dll,45056,4.478511780259282
ROUTE.EXE,19456,5.830132671434751
PurchaseWindowsLicense.exe,20560,6.508012752479574
SystemPropertiesHardware.exe,81920,7.142849122620629
fwnet.dll,120104,6.147394645134598
TrialRes_Heb.dll,14920,6.026538005962199
DirectDB.dll,24064,6.280322426274285
FXSUNATD.exe,16896,5.512743440760957
EpeReaderPcsc.dll,118784,6.0598948282835785
ACEXBE.DLL,371568,6.239370409061038
Configurator.dll,100120,6.345959891984059
wmpcdcs8.exe,733528,7.915414420778994
xampp_start.exe,118784,6.00410779929804
DVD_AUD_X.IMP,1412224,6.608815470941341
ACEODPDX.DLL,15160,6.366616667167102
FMAPP.exe,52288,6.434200914458647
dao360.dll,610304,6.2640254765203
Ucs32P.dll,745549,6.478307903060924
SpiderOakSetup-5.1.2.exe,26400448,7.9992297251358035
WMPDMC.exe,842240,6.790364544811957
winhlp32.exe,9728,4.769839055699828
HxRuntime.HxS,27886,6.302363889313185
SE_CLDumpDispatch.ax,49696,6.464915906938469
ReachFramework.dll,532480,5.834639623262028
cmd.exe,349696,4.847427034950548
Zelkova6Lang.dll,26744,5.213230898545099
msseooberes.dll,16816,5.572396567949452
bootim.exe,11776,5.1780311300100506
MSVCP70.DLL,487424,6.408566375114996
HanumanCache.dll,196640,6.712625378673197
TrueCrypt Setup 7.1a.exe,3466248,7.79636507757222
OPTINPS.DLL,16728,6.31083459941797
WMSvc.exe,9728,5.080878628086915
memtest.exe,984816,6.6058989192510325
P2GRC.dll,1321504,6.6933801090758145
DpOCache.dll,690512,6.483597758715307
MsMpCom.dll,52736,5.941587435075055
HP.ActiveCheckLocalMode.UpdateEngine.dll,28064,5.745404079003045
MbaeParserTask.exe,67584,5.880935902008889
apr_dbd_oracle-1.dll,32868,3.8088331844283076
bootmgr.exe.mui,87616,4.0624814973995305
NETFXSBS10.exe,87824,6.448726223826741
PresentationSettings.exe,237568,6.597684002277068
REGrt_LTH.dll,19984,5.6841313567247544
KILL.exe,57856,6.374898272332458
wzcab3.dll.mui,16384,2.729939106769619
TrialRes_Plk.dll,15432,5.738048101380261
_isusres.dll,443760,4.311779209361906
x86_microsoft-windows-virtualdiskservice_31bf3856ad364e35_6.2.9200.16384_none_6795de80cc1560fa_vds.exe_cb461c29,581120,6.38183572915497
MSLID.DLL,576320,6.0320589032353595
MSMDCB80.DLL,240360,4.9216501575604585
IMJPUEX.EXE,62464,5.72290160343625
DsmUserTask.exe,11776,5.167724177407922
mfx_mft_h264ve_32.dll,259584,6.4829954094311235
CLBufferAllocator.dll,30040,6.148704305326722
SecureBrowser.exe,3805216,6.59726160794285
rdrleakdiag.exe,35328,6.105799325849039
ConvertUtility.dll,146464,6.56894884768166
AERTSrv.exe,87968,6.078584058288626
Wireshark-win32-1.10.6.exe,22144296,7.995834708589753
autoconv.exe,800256,5.761427846493047
ZipSend.dll,243200,5.860525098595471
csc.exe,77888,6.0768771812873865
DPPrivSuiteBrand.dll,845648,2.9281733899646163
wmpshare.exe,102912,6.378494151189238
EpeOpalATASec4SATA.dll,53248,5.932425026170535
VBE6EXT.OLB,45056,3.570168893480782
Microsoft.VisualStudio.Tools.Applications.Project.dll,154392,5.695910636209397
x86_windows-defender-service_31bf3856ad364e35_6.2.9200.16384_none_c2512eaf283358b3_msmpeng.exe_2f1c6923,13864,6.220294093843342
InputPersonalization2.exe,294400,6.559186880889477
CLM2SplterU.ax,172576,6.433423577377218
FlickLearningWizard2.exe,903168,5.678902342610677
NCS2Team.dll,140408,6.2398511027755115
cliconfg.exe,28672,4.903082419814707
DVDParser.dll,230000,6.26806801848177
doskey.exe,16896,5.671971698905696
MSPTLS.DLL,757008,6.499453463468963
googletalk-setup.exe,1606064,7.991547525056005
IETAG.DLL,178488,6.211367670092346
NCS2Boot.dll,105592,6.2691836129900125
msado21.tlb,57344,4.34571032177929
CLMPEGVAnalyzer.ax,238208,6.70016374609063
CLRMVD.ax,258592,6.321866252883023
odbcad32.exe,72192,7.113444201123008
TrialRes_Hun.dll,16456,5.525309024095599
penjpn.dll,1536,3.3530990257730635
LinqWebConfig.exe,88144,6.307462955852657
METCONV.DLL,89400,6.324249072319067
ocsetup.exe,197632,6.263058352116086
OmdProject.dll,4278272,3.928051973517956
DPTokens01.dll,1575800,5.173997671163008
msador15.dll,57344,3.7860146611737697
mysql_client_test_embedded.exe,9180672,5.219755644320715
ACEODBCI.DLL,52024,4.507484173890365
Firefox Setup 3.6.10.exe,8534336,7.999716132621738
tagsrv.exe,740968,6.270897151786866
AuthHost.exe,103160,6.5005637483673055
LogonUI.exe,10752,5.124589702336219
logoff.exe,19968,5.9647719015838785
VDSRME.dll,139792,5.670281139691152
QtWebKit4.dll,10836992,6.764912804680838
msmdlocal.dll,15861024,6.493249675201941
SHOW.exe,57856,6.363821440044307
wzzpmail32.dll.mui,81920,4.826723598324143
TrialRes_Nor.dll,15432,5.639046068138222
WindowsFormsIntegration.dll,94208,5.331063556892599
CPUID.dll,40960,4.279894255463535
DPOtsMsg.dll,196432,6.123905911568727
auditpol.exe,50176,6.216164820422199
ilasm.exe,228416,6.512117846596237
DiagResCHS.dll,44664,5.203969146006557
IntelControlCenter.exe,510976,7.18861065596088
TsWpfWrp.exe,35400,4.250410401069141
libpq.dll,464172,5.86628721187823
SharedStaticIPService.dll,71960,6.505412105324796
REGrt_Trk.dll,19472,5.678257225836411
fvenotify.exe,115712,7.019453713773339
shellext.dll.mui,9592,6.845763797602473
unsecapp.exe,38400,6.06427267575523
_PySimEditor.pyd,92504,6.484233481576221
CMigrate.exe,5064864,6.445417664333466
php5apache2.dll,36939,3.9434442630769215
CLM2VWriter.ax,61984,5.332194310576895
mercuryd.dll,157696,6.119888534095144
CLImageCodec.exe,91992,5.629324910779197
HPWarrantyChecker.exe,1210680,6.163285176257647
Picasso.dll,7569936,6.524004108278702
msitss55.dll,268552,6.74275295145993
Microsoft.Workflow.Compiler.exe,32760,6.659190832644468
IEShims.dll,194048,6.3310755573634285
CaslVer.exe,44448,6.423764272579814
deImg129.dll,200704,5.963908665274413
imecfmui.exe,178688,5.796228763716711
select.pyd,16400,6.782698705967345
msadomd.dll,352256,6.144121399625664
mercuryi.dll,217088,6.219862739578857
sppsvc.exe,3802624,7.484671306284272
syslinux.exe,26624,6.698458477714911
DScan32.dll,59960,4.600950784789571
msadcf.dll,94208,5.486260436700793
msadco.dll,212992,6.021782710569658
TrialRes_Sky.dll,15944,5.616801805344781
logresolve.exe,20562,2.033460809668798
rotatelogs.exe,53330,5.421358350862249
idman518.exe,3154328,7.996474619747046
SystemPropertiesAdvanced.exe,81920,7.143872133424506
bgd.dll,2974071,5.85414411491628
IMJPDCT.EXE,488448,6.120829545486771
WFS.exe,786944,6.222422074035056
CaslWmi.dll,524704,6.149509285807658
oeimport.dll,81408,6.037456080307095
TrialRes_Enu.dll,15432,5.599452089364033
usiBoomer.exe,117280,5.995018270595322
SQLExpr_x64_enu.exe,109377360,7.999890814460727
dxdiag.exe,282112,6.197443344921357
winver.exe,56832,6.1722630276744574
pcalua.exe,11776,5.305225680621703
diskperf.exe,18432,5.596921194472819
AddInProcess32.exe,39512,4.447438320423116
Setup222222.exe,98296,6.469954475181671
vsta_ep32.exe,20160,6.131733035475831
PROSetCL.exe,780440,4.191230700897924
EpeTokenSmartcard.dll,745472,6.750295889160974
CES_PlugIn_4.dll,274960,5.949978017178392
setup1.exe,31884672,7.979676869621029
HelpPane.exe,788480,4.106956396613414
apr_dbd_odbc-1.dll,28770,4.180956373522837
PDIALOG.exe,47104,5.78654497037042
ctor.dll,69715,5.942270315196072
setupcl.exe,75264,6.321377985151374
vsscenario2.dll,687104,6.4202033229259285
iANSW60.sys,139488,5.902307686254576
php-cgi.exe,49223,5.08655092471927
TabTip2.exe,181760,6.824579335785565
STINTL.DLL,19256,5.13204534121092
chgusr.exe,19968,5.760550611051492
CLImageCodec.dll,1058136,6.531261548069946
P2GAudioCD.ax,90656,5.592226946242582
baaupdate.exe,109056,7.014509295239762
fieldswitch.ax,31232,6.077875551188367
ServiceModelReg.exe,216520,6.318880449525186
sort.exe,19968,6.130022323077431
wmpnssci.dll,472064,7.005172382430667
ehshell.exe,101376,7.267591465660836
HPPhoneNumbers.exe,99592,6.734037591899866
EDSDK.dll,491520,6.395730793060301
a2p.exe,94864,5.071485488703582
PresentationHost.exe,296024,6.676785238717918
msado15.dll,1019904,6.341926777359006
SnippingTool.exe,471552,6.443030832005851
XOCR3.PSP,1320448,6.766549075176436
System.ServiceModel.Web.dll,569344,5.5977211049599145
DPWGCommon.dll,53072,6.130435755255657
freebl3.dll,269272,6.610108650381743
REGrt_LVI.dll,19984,5.661008543506935
SE_CLSEditorSplitGraph.dll,53792,5.248893770628326
my_print_defaults.exe,3452928,3.196004187468682
libEGL.dll,97240,5.41603241381325
REGrt_Sky.dll,19472,5.735845937052108
DpBranding.dll,2969936,5.890444122757982
DPAutoUpdates.dll,482640,6.303631777994551
myisam_ftdump.exe,3737600,3.516864753153779
GEO_RES.dll,18920,5.613612266528492
DpOtsSht.dll.mui,8568,6.443255549787362
msiexec.exe,62976,5.875916554856783
BitLockerWizard.exe,100352,6.98158307413632
ntprint.exe,61952,6.396399372293548
OSETUP.DLL,6536992,6.358455191445577
PrivacyIconClient.exe,1834264,6.5968987869492235
PDVD10Serv.exe,93296,6.033901205480257
abs.exe,81995,5.88740122725192
SKUtil2008.dll,179728,6.754341254936769
DPAdminRes.dll,39248,6.124040762644249
PSEnvRes.dll.mui,11280,6.680421451174947
Interop.Shell32.dll,53248,4.779856643284529
cv.dll,1691648,6.619971754583071
Microsoft.VisualStudio.Tools.Applications.ComRPCChannel.dll,39712,4.804468129882541
DragonDisk-1.05.exe,9604069,7.997723873216521
HistoryEventHandler.dll,46872,6.34554096845564
MSORUN.DLL,436520,6.590703940425759
msdadc.dll,7168,4.347875162705532
CLAuNorm.dll,30056,3.001827656127695
setup5676.exe,4246112,6.167442607536143
wkcvqd01.dll,973576,6.659680216197803
UACObjectPS.dll,21008,6.3284467706683785
finger.exe,13312,5.167258310993328
PrivacyIconClient.resources.dll,307200,6.6057597926027
wab32res.dll,1098752,6.3283724455639625
unzip.exe,67128,5.861573304827838
smime3.dll,105432,6.021354285960298
msvcp80.dll,548864,6.393664620623896
iissetup.exe,147456,6.022826505466396
LTDIS13n.dll,304728,6.358341274050924
SoundRecorder.exe,119808,6.173435443159922
change.exe,14848,5.52473542654979
sdfree.exe,2452082,7.984414703581445
FileRestore.exe,10746952,7.951454206132202
DPPTEventLog.dll,250704,6.407472377531587
DPCms.dll,169808,6.442693024677392
FileZilla server.exe,742912,6.486186117315277
bcdedit.exe,327680,5.28383084948076
Microsoft.VisualC.STLCLR.dll,41984,5.212037058302255
System.WorkflowServices.dll,507904,5.791277834152231
System.Data.DataSetExtensions.dll,53248,4.6626853834680935
MSADDNDR.DLL,92976,5.984243160584798
D3DX11_42.dll,234792,6.551382466590973
Interop.NETWORKLIST.dll,18944,5.212150791396337
CES_Picture.dll,274960,6.490115328384406
PresentationFontCache.exe,43616,4.458351094570288
Register-CimProvider.exe,13312,5.079072586910777
HPFSService.exe,378488,6.264118395967665
x86_microsoft-windows-b..vironment-os-loader_31bf3856ad364e35_6.2.9200.16384_none_57d1c6133e0da509_winload.exe_75835076,1063944,6.661050083287991
certreq.exe,293888,6.329167103076499
RMActivate_ssp_isv.exe,491520,6.916697862569885
explorer2.exe,2613248,5.931275343096278
psCamDat.dll,598016,3.658412720578633
RICHED20.DLL,1082144,6.68916087107663
wmprph.exe,60928,6.370865718867029
Microsoft.VisualStudio.Tools.Applications.Adapter.dll,211736,5.723324017836976
FXSSVC.exe,529920,6.511206714832687
REGrt_CHS.dll,12912,6.614993703655453
aitstatic.exe,875520,7.665613035486982
hh.exe,15360,4.869307433165713
MSENVUI.DLL,204800,3.8397814869799145
autorun.exe,43328,6.211821235733114
cab.fmt,64512,6.309536623803135
DVD_RES.dll,396400,5.473248248608591
wlrmdr.exe,45568,5.548625493316095
rasphone.exe,40448,6.207608459529528
System.Data.Services.dll,692224,5.594387723972689
WerFault.exe,385672,6.737768437743919
Fondue.exe,96256,7.2255778193834725
coloader.tlb,5120,3.1964384224208637
weblnk32.api,73728,5.979290557198226
NetDrive2_Setup.exe,26104496,7.998476334076066
tcmsetup.exe,14336,5.344908934340916
HTMED.DLL,909312,6.559461784656353
WSReset.exe,78336,3.002601057748293
ehrecvr.exe,550912,5.698167073224631
CLColorManagement.dll,86872,6.635872043836922
TFTP.EXE,20480,5.992113411832504
setupres.dll.mui,44104,5.029807023951524
iscsicli.exe,146944,7.286827174165662
cygwin1.dll,454537,7.891458232985172
MSOICONS.EXE,93968,5.178583653282942
wuauclt.exe,51016,6.179595630308284
ctfmon.exe,9728,4.619970239787941
mkisofs.exe,231249,6.814698959062799
diskraid.exe,287744,6.593851511903189
DPRecTok.dll,208720,6.353670771533527
msdaprsr.dll,8192,0.9480429940243514
TSResMon.exe,402488,6.961777765451035
wrar380.exe,1234120,7.970627713188211
wmpnetwk.exe,1025536,6.573355524193916
FBIBLIO.DLL,82232,6.478356400850583
FunctionHelper.dll,110624,6.338439623964405
OptionalFeatures.exe,100352,7.194344323787567
CDRAPCLS.dll,778240,5.570027217834535
ehexthost.exe,130560,6.415308873739252
unicows.dll,245408,6.788350700626589
pkeyconfig.companion.dll,14488,6.3314764073471705
IntelWebAPIIPTActiveX.dll,226256,6.4019899328199195
PwrDVDRC.dll,57832,3.7963703437746052
HPUserInfo.exe,33848,6.231128309827388
MSB1FREN.DLL,65536,5.421100865064442
NBDoc.DLL,1221632,6.732857902159098
2279_11_i_restore.exe,865273,6.579532735627936
vstor40_x86.exe,2688840,7.996842303064527
HPSARedirector.exe,31648,5.631756472946978
esentutl.exe,262656,6.069229881702583
HPASL.exe,44600,6.0609968812598485
InstallUtil.exe,28672,3.25623650100042
msendto.exe,89600,6.508420599285555
Microsoft.Build.Framework.dll,36864,4.302872322092278
Dism.exe,200704,5.7831404304573315
clm4splt.ax,250488,6.684503278323698
PTDMLiteManager.dll,489376,6.352171386250456
brook_cal.dll,98304,5.7746330480367245
Resource.exe,31616,6.067108620217144
mercuryp.dll,196096,6.206717516433395
IsoViewer8.exe,2787872,6.499095458890377
dotNetFx35setup.exe,2869264,7.997752435786725
TrialRes_SLV.dll,15944,5.614803575917709
WmiApSrv.exe,142336,6.168263359396982
idmf.ax,188960,6.390046564979654
SystemPropertiesPerformance.exe,81920,7.151040687969685
z.fmt,74752,6.321316635755429
xlsrvintl.dll,80696,5.547570827939914
CLAud_Ext.dll,21008,6.519564875862127
OmdBase.dll,9166336,6.391189867500084
shrpubw.exe,393216,5.819401325475023
IMJPSET.EXE,91136,6.068234542533131
zlibvc.dll,145312,6.680260706127701
OLRSubmission.exe,176656,5.908642345866442
DPAdminSnapin.dll,1160528,6.420332022919258
CFontDialog.dll,75608,5.736902002572507
pdfcui.exe,1957920,6.473801021489842
DPTokens01.dll.mui,20864,5.10081631697087
_PyYoutube.pyd,50008,6.487854999380469
teamsrv.dll,407160,6.216272830194793
REGrt_ETI.dll,19472,5.62534622072422
XPSEPSC-x86-en-US.exe,3725648,7.998846284622231
Bluetooth sw.exe,19809096,7.979938883487535
dbghelp.dll,940032,6.4853172826830825
ACEES.DLL,191360,6.048778501472876
mfc71.dll,1066280,6.539886416936234
ObjectDetector.dll,369168,2.522597495870557
MSCDM.DLL,290576,6.60949264940801
eventvwr.exe,80384,6.831701497893359
REGrt_SRL.dll,19472,5.671587618449742
clip.exe,26112,6.06368525984756
htpasswd.exe,77904,6.2822525939518705
ACETXT.DLL,224104,6.109120729835148
WMI.dll,20496,6.563946052454461
WallpaperHost.exe,9216,4.773851222599191
unicodedata.pyd,483856,5.884996200350019
CMDDEF.DLL,36864,5.175575688844586
BitLockerWizardElev.exe,100352,6.988739345561986
Allfiles.exe,4488704,7.9953107616850145
bz2.pyd,86544,6.285551038473358
SyncToySetupPackage_v21_x64.exe,3629944,7.998106907858033
sqlite3.dll,260096,6.65683615895038
subinacl.exe,290304,5.70720761778462
TWCUTCHR.DLL,126784,6.922246295656921
agent.exe,738672,6.412129420313367
IOServer.mxx,1514072,6.503414121802405
mysqltest.exe,4232704,3.918066150717313
REGrt_PTG.dll,19472,5.641810206248664
pdfsvc.exe,1135136,6.3745578070507545
REGrt_RUS.dll,17008,5.933073547457789
WEBBUY.API,456704,6.585596004270674
rtstreamsink.ax,56832,6.208085353997369
amdcalrt.dll,45056,4.657580913276696
msaddsr.dll.mui,13824,3.588608501369807
IEBHO.dll,122488,5.985207913174087
waitfor.exe,35328,6.145131776980156
lpkinstall.exe,26112,5.709529391906553
OSD_MLang.dll,15944,5.904043043219672
AcroJs32.dll,155136,6.640249437792663
regsvr32.exe,15872,5.582173974018994
Device Access Manager for HP ProtectTools as Administrator.exe,53248,3.8435511414519596
PhotoAcq.dll,917504,6.959785161065879
AcroIEHelper.dll,61816,6.324102645524608
CLMLSvc_P2G8.exe,111136,5.86256775556054
cl32.dll,1150976,6.2416105143881415
IPRefreshService.dll,46360,6.391509199382273
msvcp71.dll,499712,6.403067634722543
CLAwmDetector.ax,604720,7.910247133259773
CAGCAT10.DLL,14688,6.37647518945655
msseoobe.exe,514344,6.682638365951328
mysqlbinlog.exe,4122624,3.8350217801160444
ACEINTL.DLL,174968,3.6802182157305414
msdt.exe,955904,6.91575347196136
ppass32.dll,58368,6.274067268480687
NapNacService.dll,38168,6.104955122232402
recover.exe,11776,5.390143885189319
plugin-container.exe,16856,6.5564050786072245
msxml5.dll,1422088,6.5431847506963265
CRoiMotion.dll,119312,6.28970188099474
aspnetca.exe,116224,6.107367584589865
mfx_mft_h264vd_32.dll,238080,6.498190163707705
SystemPropertiesProtection.exe,81920,7.144616928119238
MSOLUI80.DLL,228152,3.4819321109285926
DxRender3DV.dll,1610272,7.239514966733615
MsMpComMAL.dll,66432,6.0022796642407625
CasPol.exe,106496,4.967134399031328
_tkinter.pyd,30208,6.136885116492251
setupx.exe,43816,6.2475913753768895
MSB1STAR.DLL,81920,5.238453171991513
BoomerangRC.dll,13328,6.747611221211452
ksetup.exe,29696,6.0861269411509955
manage-bde.exe,165888,6.907804272199324
HPSystemBoardCheck.dll,9784,6.214112427298565
Interop.IWshRuntimeLibrary.dll,49152,4.645381007257062
interop.Scheduler.dll,54840,4.927330626498177
_elementtree.pyd,143888,6.524973970432782
MSGR3ES.DLL,1100560,6.234328259077037
WebDesignerCore.EXE,56544272,7.9998023306129955
relog.exe,36352,6.205998871301467
pdm.dll,355832,6.565115643735165
tzutil.exe,47104,5.623007525767263
psr.exe,670720,6.326384183309111
DPTokensBth.dll,1067896,5.72816517005783
charmap.exe,154624,6.893671819331039
Dxpserver.exe,206336,6.029231235759566
msdaosp.dll,94208,5.603081254938022
hpqWmiEx.exe,1001376,6.361048489837749
SMConfigInstaller.exe,178776,6.231864422441257
ALRTINTL.DLL,144656,7.421224597181056
7z.dll,914432,6.481500443477186
ADSchemaAnalyzer.exe,245760,5.726432659636624
ProximityUxHost.exe,150736,6.576280337578488
WindowsServer2003-KB942288-v4-x64.exe,4691480,7.996553712588429
hBrowXr.ocx,495616,6.127678485063805
IMEPADSV.EXE,261632,5.479310289920489
tlntsvr.exe,79360,5.938728395131848
ParticleDesigner.dll,280608,6.34296115617799
notepad.exe,233984,7.019536603773155
aticalrt.dll,45056,4.7038701761442026
VSTAClientPkgUI.dll,11984,6.092070260987387
TpmInit.exe,86528,5.906634927970953
mspaint.exe,6440448,6.188532069218857
recdisc.exe,211968,6.543482524128952
sonicsptransform.ax,39424,6.143399783299969
msdia100.dll,799568,6.395959540562793
ToolkitPro1110vc90U.dll,5573632,6.744373040869135
iexplore.exe,770504,6.565135062297769
msdfmap.dll,45056,4.165513922992638
VantageSystemStatus.exe,27704,5.802808700952085
TuneUpUtilities2011_en-US.exe,20815752,7.975892405267641
BdeHdCfg.exe,127488,7.055432058723265
AdobeCS3_Setup.exe,2682880,6.450111207186071
ATL71.DLL,89088,6.444169507868961
ImageUtility.dll,215072,6.533112039929248
dzip32.dll,177712,6.100419469070521
WindowsInstaller-KB893803-v2-x86.exe,2585872,7.976224453143546
MSOXEV.DLL,44304,6.658251029222916
ShapeCollector2.exe,600576,6.605930029691288
CES_PlugIn_6.dll,139792,5.891914019754706
WTSP61MS.DLL,221184,5.911883642076648
ipconfig.exe,30720,5.95918973541202
CES_PlugIn.dll,926224,6.670326430967897
CaslShared.dll,113056,5.911917397654194
iscript.dll,274432,6.166039991258484
mighost.exe,259072,5.45779123742521
netfx35_ia64.exe,11109384,7.99759687426791
SearchFilterHost.exe,170496,6.696545611114674
sdbinst.exe,21504,5.795955088414299
wininit.exe,101376,6.272933658388632
SETUP.EXE,439600,6.745621002079327
tracerpt.exe,358400,6.2442898750253795
PS.exe,182800,6.992285120751397
rasdial.exe,16896,5.602348275520205
DiagSrv.dll,295544,6.292151420694074
UIAutomationProvider.dll,40960,4.0691357618936905
TWSTRUCT.DLL,76624,6.653187525185003
HIGHGUI.DLL,569344,6.051487298716144
mercuryh.dll,150016,6.129677506465206
oledb32r.dll,81920,5.925268507952177
DWDCW20.DLL,39992,6.507893685939236
iBrowXr.ocx,1224704,6.3598206994027535
ACECNFRC.DLL,49536,4.477650911268826
eppmanifest.dll,161024,7.601399564809802
MovieProduction.dll,2958880,6.065975080474712
mfc71u.dll,1052968,6.563317360359979
NisSrv.exe,208944,6.3135960217769895
cv200.dll,2127360,6.7560998508620775
TrialRes_HRV.dll,15944,5.6006804229751435
sun_java_wireless_toolkit-2.5.2_01-win.exe,39173240,7.96779134501415
REGrt_FIN.dll,19472,5.631330557322644
net.exe,46080,5.931077965627699
HPPMDesktopIcon.dll,5199360,4.4169069503917395
System.Data.Entity.dll,2879488,5.955822437299042
dsacls.exe,39424,6.2386123025964935
SE-S084C_TS01.exe,2233445,6.717522420479278
Robocopy.exe,106496,6.396086950033959
usi.dll,40448,5.961735610039411
gpupdate.exe,18432,4.987894302980975
msra.exe,520192,6.357416953993784
syskey.exe,29696,5.308471672216405
sxstrace.exe,30208,6.03090576571954
_PyUploader.pyd,164184,6.055899496839938
IACom.dll,274432,6.216141895635196
mfc90.dll,3765048,7.006716866039334
ppReader.ax,61984,5.35722982153666
D3DX9_42.dll,1891624,6.787173946379415
StikyNot.exe,335360,6.175014348500609
hxds.dll,873216,6.491461969771435
UNACEV2.DLL,77312,6.540049200957024
IntelControlCenter.resources.dll,5632,3.9061890875565464
x86_windows-defender-service_31bf3856ad364e35_6.2.9200.16384_none_c2512eaf283358b3_mpcmdrun.exe_1d1038c2,239520,6.0936441536652
cipher.exe,36864,6.321578136794312
htdbm.exe,81997,6.272722221011902
